Time_Iter,Outer_Iter,Inner_Iter,"    ""rms[Rho]""    ","    ""rms[RhoU]""   ","    ""rms[RhoV]""   ","    ""rms[RhoE]""   ","     ""rms[k]""     ","     ""rms[w]""     "
0,0,252,-10.706519,-7.5387223,-8.0533053,-4.2110961,-7.3980137,-6.7724688
0,0,253,-10.745221,-7.576189,-8.0910509,-4.2476422,-7.4352231,-6.6795003
0,0,254,-10.784547,-7.6139245,-8.1289854,-4.2843729,-7.4720512,-6.7262579
0,0,255,-10.823661,-7.651761,-8.1674278,-4.3219701,-7.5097122,-6.7735585
0,0,256,-10.862953,-7.690099,-8.2052477,-4.3590966,-7.5468584,-6.7606928
0,0,257,-10.902645,-7.7284112,-8.2436709,-4.3968092,-7.5850556,-6.8078021
0,0,258,-10.941357,-7.7667214,-8.2823197,-4.4343145,-7.6225673,-6.7425034
0,0,259,-10.981349,-7.8047541,-8.320063,-4.4723052,-7.6604494,-6.8044384
0,0,260,-11.020625,-7.8439173,-8.3594001,-4.5104623,-7.6987819,-6.7383108
0,0,261,-11.060574,-7.8825468,-8.3974574,-4.5464924,-7.7368482,-6.7598515
0,0,262,-11.100384,-7.9218085,-8.4367194,-4.5835546,-7.7756228,-6.67027
0,0,263,-11.140075,-7.9601281,-8.4754021,-4.6226996,-7.8146669,-6.816402
0,0,264,-11.179757,-7.9999189,-8.5145883,-4.6585596,-7.8532987,-6.8190914
0,0,265,-11.219701,-8.0391216,-8.5519265,-4.6969246,-7.8922504,-6.7871573
0,0,266,-11.259863,-8.0779004,-8.5910051,-4.7351374,-7.9300104,-6.6970436
0,0,267,-11.300009,-8.1173313,-8.6301447,-4.7691944,-7.9692791,-6.7923851
0,0,268,-11.338439,-8.1559821,-8.6696768,-4.8065546,-8.0084711,-6.7977878
0,0,269,-11.379195,-8.196009,-8.7037719,-4.841062,-8.0502474,-6.6643344
0,0,270,-11.418459,-8.2358418,-8.7443149,-4.8754845,-8.086932,-6.7671844
0,0,271,-11.456935,-8.2760886,-8.776688,-4.9086168,-8.1258436,-6.8296343
0,0,272,-11.496138,-8.3150262,-8.8132938,-4.9389604,-8.1693358,-6.7500043
0,0,273,-11.535821,-8.3530288,-8.8538564,-4.9742752,-8.2068288,-6.7370694
0,0,274,-11.573044,-8.3921781,-8.8880051,-5.0012681,-8.2462579,-6.7844344
0,0,275,-11.611269,-8.432264,-8.9239623,-5.0314582,-8.288417,-6.8560515
0,0,276,-11.646618,-8.470015,-8.9582601,-5.059803,-8.3249696,-6.7927081
0,0,277,-11.681587,-8.5091094,-8.9790308,-5.0762897,-8.3664028,-6.6957889
0,0,278,-11.722631,-8.549176,-9.0192795,-5.1182205,-8.407297,-6.6851192
0,0,279,-11.761133,-8.5869356,-9.0489617,-5.1501655,-8.4489993,-6.7216568
0,0,280,-11.791164,-8.625898,-9.0790352,-5.1544824,-8.4867548,-6.8091263
0,0,281,-11.820672,-8.6616241,-9.1029993,-5.1694064,-8.532733,-6.7994233
0,0,282,-11.858577,-8.6969878,-9.127141,-5.2082299,-8.5689275,-6.7876184
0,0,283,-11.890924,-8.735236,-9.151028,-5.2258159,-8.6087542,-6.7093143
0,0,284,-11.914611,-8.7698209,-9.1642713,-5.2217164,-8.6481758,-6.7602441
0,0,285,-11.947859,-8.7984905,-9.1815331,-5.2439737,-8.6881834,-6.815952
0,0,286,-11.964767,-8.8296773,-9.2014144,-5.2482644,-8.7329845,-6.8259106
0,0,287,-11.982852,-8.8729634,-9.207063,-5.2539611,-8.7758557,-6.8291633
0,0,288,-11.999986,-8.8848635,-9.2290333,-5.2500188,-8.8179681,-6.6999343
0,0,289,-12.025228,-8.9204749,-9.2389827,-5.2722843,-8.8485885,-6.7673814
0,0,290,-12.034487,-8.940355,-9.2694231,-5.2603653,-8.8939186,-6.7547342
0,0,291,-12.060726,-8.9674895,-9.2863687,-5.2802415,-8.9383803,-6.7472103
0,0,292,-12.069711,-8.9983813,-9.262393,-5.2778916,-8.9718295,-6.80723
0,0,293,-12.073695,-9.0047308,-9.2669502,-5.274539,-9.0182752,-6.7607115
0,0,294,-12.102633,-9.0324922,-9.2848673,-5.2955845,-9.0495,-6.8082437
0,0,295,-12.124755,-9.0556683,-9.2862939,-5.3113717,-9.0989895,-6.8053763
0,0,296,-12.120336,-9.0701706,-9.2951744,-5.3068795,-9.131299,-6.7997974
0,0,297,-12.111937,-9.0765507,-9.26982,-5.2888935,-9.1498357,-6.8543466
0,0,298,-12.089574,-9.0525882,-9.2833136,-5.2721847,-9.2319628,-6.6727311
0,0,299,-12.118673,-9.0712954,-9.2875227,-5.2900618,-9.2549322,-6.7886601
0,0,300,-12.120217,-9.0892914,-9.3003696,-5.2908437,-9.3013382,-6.7177093
0,0,301,-12.155815,-9.1303484,-9.3043297,-5.3265325,-9.3060058,-6.8009617
0,0,302,-12.14832,-9.1296699,-9.3022775,-5.3156476,-9.3456821,-6.7707976
0,0,303,-12.146867,-9.109285,-9.3030835,-5.3081037,-9.3775016,-6.764361
0,0,304,-12.110477,-9.120038,-9.2910501,-5.2728025,-9.4372814,-6.7438951
0,0,305,-12.150714,-9.1485019,-9.2928821,-5.3170462,-9.4418038,-6.7785614
0,0,306,-12.154714,-9.1601142,-9.3185954,-5.3227562,-9.4820869,-6.7477141
0,0,307,-12.131739,-9.1569745,-9.3050895,-5.2955555,-9.5465967,-6.8413043
0,0,308,-12.153181,-9.1142288,-9.2971239,-5.3142253,-9.4882786,-6.7039384
0,0,309,-12.112658,-9.1134517,-9.3207323,-5.2721025,-9.5066444,-6.7183149
0,0,310,-12.123819,-9.1508174,-9.3278822,-5.2814661,-9.6489154,-6.7922858
0,0,311,-12.128272,-9.1423124,-9.2812211,-5.2908839,-9.6157797,-6.7298636
0,0,312,-12.1377,-9.1498519,-9.2629355,-5.3085272,-9.6136301,-6.7396055
0,0,313,-12.120262,-9.1380013,-9.2758046,-5.282892,-9.6508115,-6.7707462
0,0,314,-12.14019,-9.1221277,-9.3088284,-5.2935712,-9.673241,-6.7103302
0,0,315,-12.128873,-9.1489635,-9.3104159,-5.2844711,-9.6819756,-6.7878408
0,0,316,-12.136711,-9.1422214,-9.302796,-5.2982237,-9.6768042,-6.7610496
0,0,317,-12.147139,-9.1430107,-9.3085934,-5.3054567,-9.6716864,-6.7343749
0,0,318,-12.169339,-9.1638379,-9.3130295,-5.3302661,-9.6990474,-6.7955643
0,0,319,-12.137346,-9.1254812,-9.3443228,-5.2957223,-9.6942772,-6.6617114
0,0,320,-12.137605,-9.1679051,-9.3359604,-5.2898648,-9.748289,-6.7992468
0,0,321,-12.162706,-9.1731763,-9.3393537,-5.328681,-9.7031974,-6.8417494
0,0,322,-12.163626,-9.1496503,-9.319236,-5.3241628,-9.6903592,-6.7481349
0,0,323,-12.14105,-9.1494897,-9.3216921,-5.3030424,-9.6894744,-6.7012742
0,0,324,-12.13046,-9.1383968,-9.2986988,-5.2932708,-9.6730281,-6.7312195
0,0,325,-12.15966,-9.1558343,-9.2988544,-5.3166244,-9.6644044,-6.8386845
0,0,326,-12.111267,-9.1413795,-9.2988137,-5.2690456,-9.7124624,-6.7716614
0,0,327,-12.178724,-9.1507996,-9.2960133,-5.3294053,-9.7453817,-6.8176326
0,0,328,-12.155026,-9.1490161,-9.2990631,-5.3223572,-9.6937221,-6.6985539
0,0,329,-12.133486,-9.1497529,-9.2853906,-5.2934743,-9.6773086,-6.783585
0,0,330,-12.082319,-9.1252138,-9.3091417,-5.24513,-9.6709654,-6.6787392
0,0,331,-12.166219,-9.1705463,-9.287223,-5.3221335,-9.6939384,-6.8071014
0,0,332,-12.154768,-9.1620427,-9.3361057,-5.3115999,-9.745625,-6.7781081
0,0,333,-12.138272,-9.16848,-9.310123,-5.2941061,-9.7051055,-6.79385
0,0,334,-12.158683,-9.1829621,-9.3108617,-5.3184334,-9.7458818,-6.7996182
0,0,335,-12.097962,-9.1292493,-9.3178933,-5.2591549,-9.7094148,-6.7462675
0,0,336,-12.149668,-9.1549936,-9.295953,-5.3049064,-9.6973952,-6.7166062
0,0,337,-12.112119,-9.134013,-9.2728346,-5.2660033,-9.7234386,-6.7715315
0,0,338,-12.142027,-9.1335695,-9.2916792,-5.298541,-9.6988026,-6.6926961
0,0,339,-12.150415,-9.1490166,-9.2932269,-5.3188269,-9.7141633,-6.8125503
0,0,340,-12.152722,-9.1527968,-9.3071823,-5.3096722,-9.7244917,-6.817137
0,0,341,-12.15883,-9.1539554,-9.3069995,-5.3074624,-9.6664587,-6.7757158
0,0,342,-12.10589,-9.162558,-9.3022537,-5.2649085,-9.7125831,-6.784247
0,0,343,-12.11771,-9.1340595,-9.3109944,-5.2802795,-9.6666451,-6.7307171
0,0,344,-12.161489,-9.1556905,-9.2986968,-5.3225476,-9.7242612,-6.8129979
0,0,345,-12.15584,-9.1601257,-9.3066515,-5.3148739,-9.7290267,-6.8154555
0,0,346,-12.13219,-9.1443549,-9.3249799,-5.2909775,-9.7068723,-6.7053981
0,0,347,-12.158002,-9.1503127,-9.3108219,-5.3165631,-9.7094052,-6.7156738
0,0,348,-12.137376,-9.1566725,-9.3157118,-5.2983252,-9.752303,-6.8339154
0,0,349,-12.132075,-9.1326939,-9.276835,-5.2907595,-9.7351293,-6.7574433
0,0,350,-12.15277,-9.153361,-9.3182641,-5.3062119,-9.7228862,-6.7982533
0,0,351,-12.134332,-9.1477476,-9.2916371,-5.2994498,-9.7331561,-6.7756691
0,0,352,-12.147913,-9.1390106,-9.2868866,-5.3039537,-9.6611354,-6.7101144
0,0,353,-12.159609,-9.1419042,-9.2674583,-5.3170528,-9.6986721,-6.7605427
0,0,354,-12.135742,-9.1544066,-9.2727049,-5.2954451,-9.7710826,-6.8246615
0,0,355,-12.166931,-9.1681993,-9.2814983,-5.3311959,-9.7309785,-6.7887797
0,0,356,-12.149481,-9.1499526,-9.2899042,-5.3045225,-9.7066265,-6.7036112
0,0,357,-12.133477,-9.1462481,-9.3162247,-5.2904285,-9.6646812,-6.6788893
0,0,358,-12.161303,-9.1679218,-9.313199,-5.3166022,-9.7437356,-6.8155329
0,0,359,-12.163193,-9.1488672,-9.3117929,-5.3249689,-9.7179341,-6.7840708
0,0,360,-12.152867,-9.1332248,-9.2757119,-5.3108555,-9.7254936,-6.7442008
0,0,361,-12.157497,-9.1433338,-9.2922855,-5.3106198,-9.7024782,-6.8090729
0,0,362,-12.178835,-9.1644088,-9.330603,-5.338077,-9.7234168,-6.8270163
0,0,363,-12.138694,-9.130327,-9.3260308,-5.3002362,-9.6854567,-6.7072963
0,0,364,-12.147433,-9.1398723,-9.3152133,-5.3036094,-9.7194309,-6.7538463
0,0,365,-12.162483,-9.1643738,-9.2854862,-5.3239959,-9.7235237,-6.8090616
0,0,366,-12.143973,-9.1673562,-9.321285,-5.3039023,-9.7119347,-6.735239
0,0,367,-12.157168,-9.1659455,-9.3170967,-5.3184516,-9.7366734,-6.7689446
0,0,368,-12.132177,-9.1354466,-9.3392332,-5.2918571,-9.6950814,-6.7280604
0,0,369,-12.144501,-9.1469106,-9.2977733,-5.2994045,-9.7482023,-6.7570757
0,0,370,-12.154386,-9.1463934,-9.2985408,-5.3119911,-9.7130294,-6.7351489
0,0,371,-12.147323,-9.1605826,-9.3053518,-5.3058144,-9.7429346,-6.8027261
0,0,372,-12.15641,-9.158842,-9.3040127,-5.3129282,-9.7401763,-6.7777782
0,0,373,-12.111534,-9.1346503,-9.3115573,-5.2778308,-9.7563858,-6.7961955
0,0,374,-12.12384,-9.1174695,-9.3272912,-5.2857467,-9.7532441,-6.7576438
0,0,375,-12.146553,-9.1395112,-9.3404625,-5.3082086,-9.7162339,-6.6962419
0,0,376,-12.142511,-9.119096,-9.2963784,-5.3080989,-9.7347047,-6.6945373
0,0,377,-12.167687,-9.1620717,-9.2962484,-5.3296925,-9.7231847,-6.8223518
0,0,378,-12.165653,-9.1561313,-9.3298956,-5.3251632,-9.7438644,-6.7821677
0,0,379,-12.13598,-9.1279195,-9.2911688,-5.2945326,-9.7158365,-6.7562601
0,0,380,-12.170637,-9.1568308,-9.3081674,-5.328493,-9.7444357,-6.7861613
0,0,381,-12.184415,-9.1930812,-9.3246165,-5.3374503,-9.8495897,-6.8118012
0,0,382,-12.243164,-9.2098245,-9.3611585,-5.4031565,-9.8786435,-6.8670911
0,0,383,-12.251384,-9.1979466,-9.3651217,-5.4099755,-9.8376338,-6.7299823
0,0,384,-12.244228,-9.1989,-9.3833422,-5.4007791,-9.8182273,-6.7012889
0,0,385,-12.238105,-9.2031934,-9.3804147,-5.4030814,-9.8268837,-6.717604
0,0,386,-12.259113,-9.2098647,-9.3745467,-5.4216542,-9.8454663,-6.7557751
0,0,387,-12.248701,-9.214765,-9.3821272,-5.4068342,-9.8442686,-6.7337608
0,0,388,-12.246095,-9.2160817,-9.3874461,-5.408863,-9.8109595,-6.7018756
0,0,389,-12.244542,-9.195174,-9.3826971,-5.3977094,-9.7924312,-6.6542102
0,0,390,-12.289748,-9.23796,-9.4127627,-5.4512069,-9.8541862,-6.7449229
0,0,391,-12.247587,-9.1964409,-9.4094055,-5.4078712,-9.8293776,-6.6870583
0,0,392,-12.268982,-9.2143042,-9.3984585,-5.4245511,-9.850802,-6.7151512
0,0,393,-12.258103,-9.2093834,-9.3677423,-5.421123,-9.8472272,-6.73574
0,0,394,-12.246009,-9.2161654,-9.3774295,-5.4075118,-9.8376163,-6.7354477
0,0,395,-12.238615,-9.2091299,-9.4124017,-5.3976238,-9.8799214,-6.7563293
0,0,396,-12.253102,-9.2125496,-9.3881654,-5.40661,-9.8389213,-6.7186316
0,0,397,-12.296694,-9.2240388,-9.3818631,-5.4576441,-9.8463537,-6.728322
0,0,398,-12.265902,-9.1973105,-9.3708739,-5.4206793,-9.8308929,-6.7161315
0,0,399,-12.22105,-9.1717939,-9.3727619,-5.3809128,-9.7871607,-6.6500336
0,0,400,-12.249157,-9.2269534,-9.4055045,-5.407191,-9.8172123,-6.7156844
0,0,401,-12.286973,-9.2064999,-9.3869938,-5.4411984,-9.8378219,-6.7377733
0,0,402,-12.268336,-9.2157311,-9.3866618,-5.4239321,-9.8790497,-6.7860325
0,0,403,-12.243439,-9.1847469,-9.3767625,-5.4006084,-9.8539697,-6.7323116
0,0,404,-12.230196,-9.1936504,-9.3898897,-5.383097,-9.8454988,-6.7274424
0,0,405,-12.231073,-9.1834058,-9.4132221,-5.3895412,-9.8150855,-6.681601
0,0,406,-12.25453,-9.1921625,-9.4226901,-5.4053674,-9.8744818,-6.7403937
0,0,407,-12.22739,-9.1893975,-9.382313,-5.386093,-9.8401948,-6.7281269
0,0,408,-12.247008,-9.1946937,-9.3757028,-5.3994933,-9.8277464,-6.7250527
0,0,409,-12.249512,-9.2044534,-9.3727994,-5.4063816,-9.8559261,-6.7458722
0,0,410,-12.258201,-9.2018438,-9.3766602,-5.4177652,-9.8564438,-6.7350503
0,0,411,-12.254767,-9.2032925,-9.4014543,-5.4158368,-9.8176611,-6.6798195
0,0,412,-12.231301,-9.1893191,-9.3865881,-5.3836966,-9.8118073,-6.6604769
0,0,413,-12.238779,-9.2165042,-9.3743296,-5.3957488,-9.8637952,-6.7372967
0,0,414,-12.231346,-9.2092902,-9.3787906,-5.3914695,-9.8767432,-6.7581308
0,0,415,-12.217192,-9.1920081,-9.3784106,-5.3821063,-9.8187709,-6.7004915
0,0,416,-12.230512,-9.2267264,-9.3960751,-5.3890854,-9.837818,-6.742496
0,0,417,-12.233158,-9.2153212,-9.3845899,-5.3949769,-9.8560279,-6.7540634
0,0,418,-12.23383,-9.1823838,-9.400491,-5.3928034,-9.8106272,-6.7022516
0,0,419,-12.22053,-9.2115441,-9.3919592,-5.379169,-9.8357963,-6.7141086
0,0,420,-12.254446,-9.2169117,-9.3898688,-5.4095345,-9.8364943,-6.7020082
0,0,421,-12.247239,-9.1959047,-9.3846235,-5.4044437,-9.8475771,-6.7098913
0,0,422,-12.237042,-9.2014838,-9.4013973,-5.3899931,-9.8436006,-6.7602664
0,0,423,-12.21138,-9.1884212,-9.3799743,-5.3739078,-9.8162121,-6.6684631
0,0,424,-12.231313,-9.2106197,-9.4061261,-5.3876538,-9.8456095,-6.7395052
0,0,425,-12.249787,-9.2302678,-9.3787586,-5.4071089,-9.8397218,-6.7611509
0,0,426,-12.25114,-9.2225917,-9.3586429,-5.4093341,-9.8535161,-6.7789045
0,0,427,-12.218904,-9.1979104,-9.395098,-5.3774616,-9.793043,-6.6508841
0,0,428,-12.225349,-9.2247419,-9.3873435,-5.3884843,-9.8140554,-6.6914741
0,0,429,-12.256987,-9.2241757,-9.3855578,-5.4132112,-9.8520268,-6.7431736
0,0,430,-12.243134,-9.2204551,-9.3851287,-5.4008445,-9.8554316,-6.7467727
0,0,431,-12.253986,-9.2066531,-9.3978403,-5.4104261,-9.8354017,-6.7274222
0,0,432,-12.254885,-9.1923159,-9.3733362,-5.4162846,-9.8090976,-6.688638
0,0,433,-12.242217,-9.2094153,-9.4007122,-5.4021013,-9.8076018,-6.683768
0,0,434,-12.220481,-9.1910305,-9.3911903,-5.3813909,-9.8155151,-6.6785566
0,0,435,-12.238483,-9.1990719,-9.364129,-5.3913754,-9.8475152,-6.7245757
0,0,436,-12.254045,-9.1935139,-9.3737706,-5.4093005,-9.8560008,-6.7323043
0,0,437,-12.257783,-9.2082778,-9.3546894,-5.4094727,-9.8816948,-6.7817848
0,0,438,-12.238952,-9.2062297,-9.3642413,-5.3954582,-9.8616435,-6.7323
0,0,439,-12.25146,-9.2058843,-9.3997947,-5.4070971,-9.8496405,-6.726917
0,0,440,-12.239723,-9.1885894,-9.404564,-5.3985102,-9.8069845,-6.6666684
0,0,441,-12.246542,-9.2160114,-9.3601641,-5.4001187,-9.8301685,-6.7565021
0,0,442,-12.232029,-9.2201842,-9.3790958,-5.3838839,-9.8257265,-6.7248284
0,0,443,-12.240048,-9.2067434,-9.3626518,-5.4088543,-9.8458703,-6.7404208
0,0,444,-12.250659,-9.194836,-9.3798371,-5.4030644,-9.8377285,-6.7110872
0,0,445,-12.241083,-9.2000698,-9.3866415,-5.3983151,-9.8209016,-6.7021808
0,0,446,-12.262143,-9.2189852,-9.3797547,-5.4314633,-9.8213863,-6.7062428
0,0,447,-12.261041,-9.191434,-9.4078864,-5.4207002,-9.8054965,-6.6769197
0,0,448,-12.282109,-9.2378483,-9.3934593,-5.4410377,-9.8545088,-6.7433339
0,0,449,-12.262542,-9.2314487,-9.4076029,-5.4221138,-9.8570262,-6.7743473
0,0,450,-12.23129,-9.1979308,-9.4111391,-5.3871594,-9.8189762,-6.7150041
0,0,451,-12.256296,-9.2085624,-9.3950433,-5.4160762,-9.8336468,-6.7328806
0,0,452,-12.258092,-9.2210124,-9.3661789,-5.4203824,-9.8515401,-6.736583
0,0,453,-12.241284,-9.2213056,-9.3910877,-5.3976467,-9.8478325,-6.7338079
0,0,454,-12.238295,-9.1916941,-9.3613748,-5.4012127,-9.8046797,-6.6698024
0,0,455,-12.250419,-9.2069911,-9.3701758,-5.4098644,-9.8300928,-6.7216432
0,0,456,-12.254447,-9.1975325,-9.3778923,-5.4140349,-9.8317388,-6.7063271
0,0,457,-12.264787,-9.2066072,-9.3977484,-5.4241848,-9.8377697,-6.7148075
0,0,458,-12.246725,-9.1869272,-9.3863198,-5.4077299,-9.7748786,-6.6353966
0,0,459,-12.258527,-9.2157887,-9.384818,-5.4115126,-9.8431249,-6.7618971
0,0,460,-12.243822,-9.2047182,-9.3793695,-5.4048274,-9.8402201,-6.7127794
0,0,461,-12.252601,-9.2148277,-9.4131219,-5.4088819,-9.8223601,-6.7145988
0,0,462,-12.247813,-9.215314,-9.4181905,-5.4079765,-9.8427348,-6.7252464
0,0,463,-12.241825,-9.2064413,-9.4257543,-5.400441,-9.8379041,-6.7242538
0,0,464,-12.249895,-9.2163379,-9.3913897,-5.4110471,-9.8427769,-6.7408033
0,0,465,-12.238559,-9.2299804,-9.4093107,-5.3999095,-9.8426171,-6.7169929
0,0,466,-12.261108,-9.2038223,-9.4046039,-5.4148257,-9.8253902,-6.7211703
0,0,467,-12.246873,-9.1801384,-9.4046605,-5.4083675,-9.7696858,-6.6243049
0,0,468,-12.235388,-9.1799591,-9.3817286,-5.3943517,-9.8093051,-6.6773895
0,0,469,-12.281192,-9.2236737,-9.4166085,-5.4340159,-9.8588826,-6.7437931
0,0,470,-12.240604,-9.2008111,-9.4025805,-5.3934422,-9.8210446,-6.7041618
0,0,471,-12.261673,-9.221577,-9.3715947,-5.4118677,-9.8800201,-6.8229759
0,0,472,-12.256669,-9.2180338,-9.3805438,-5.4165034,-9.8732117,-6.7959452
0,0,473,-12.248025,-9.2146215,-9.3719577,-5.4148031,-9.815256,-6.6797376
0,0,474,-12.270925,-9.2074826,-9.3940321,-5.4290162,-9.8317311,-6.7087672
0,0,475,-12.240873,-9.2287109,-9.3941906,-5.3965738,-9.8362734,-6.7308659
0,0,476,-12.262007,-9.2248002,-9.4048199,-5.4215049,-9.8577062,-6.7627295
0,0,477,-12.25211,-9.2012364,-9.3891211,-5.4141042,-9.7778674,-6.6365646
0,0,478,-12.251193,-9.1965677,-9.4083406,-5.408417,-9.8085855,-6.6815045
0,0,479,-12.24996,-9.2049764,-9.3966131,-5.401277,-9.8126554,-6.6878339
0,0,480,-12.255233,-9.1955877,-9.4002126,-5.4088712,-9.8750746,-6.7663252
0,0,481,-12.22028,-9.2193551,-9.39877,-5.3744471,-9.8522949,-6.7210104
0,0,482,-12.235895,-9.2127104,-9.3859953,-5.3935792,-9.8376801,-6.7373009
0,0,483,-12.250448,-9.1978629,-9.392091,-5.3978713,-9.8643497,-6.7503876
0,0,484,-12.246825,-9.2177067,-9.4091403,-5.4070177,-9.8729966,-6.755494
0,0,485,-12.237753,-9.2001028,-9.4068576,-5.3937954,-9.8602774,-6.7334898
0,0,486,-12.25774,-9.2066574,-9.3987146,-5.4198978,-9.834959,-6.7326753
0,0,487,-12.232202,-9.1771918,-9.3898513,-5.3933321,-9.7625113,-6.6123575
0,0,488,-12.245015,-9.2039353,-9.3681089,-5.401398,-9.8189583,-6.7139529
0,0,489,-12.245394,-9.2232076,-9.3945053,-5.4006976,-9.89332,-6.8262644
0,0,490,-12.257859,-9.241408,-9.386453,-5.4166062,-9.8879156,-6.7649098
0,0,491,-12.244489,-9.2044142,-9.394703,-5.3964684,-9.8279821,-6.7025084
0,0,492,-12.218651,-9.2023953,-9.3809962,-5.379514,-9.8192842,-6.6968338
0,0,493,-12.256729,-9.2204861,-9.4103234,-5.4203352,-9.8609956,-6.7822871
0,0,494,-12.227083,-9.2010847,-9.4115494,-5.3913119,-9.7996087,-6.6613267
0,0,495,-12.25305,-9.2185941,-9.3653408,-5.4051255,-9.8278453,-6.7307819
0,0,496,-12.267943,-9.2191782,-9.353003,-5.421817,-9.8398201,-6.7210739
0,0,497,-12.244316,-9.193434,-9.3770999,-5.4047416,-9.8155238,-6.68597
0,0,498,-12.245746,-9.1909048,-9.3832026,-5.4053202,-9.8219277,-6.7005445
0,0,499,-12.264142,-9.2213841,-9.3880046,-5.4240813,-9.8586586,-6.727168
0,0,500,-12.266321,-9.2142908,-9.4106789,-5.4172259,-9.848841,-6.755332
